index	prob
0	0.08732153428317989
1	0.024966284525323623
2	0.023172898819871054
3	0.0181825747800994
4	0.016983900450567187
5	0.016743935254925686
6	0.016107419032092264
7	0.015390824838036929
8	0.013663313436811014
9	0.010760928445342235
10	0.009190693864871917
11	0.009066738079121412
12	0.008868040294344511
13	0.007383142880713267
14	0.007160529191779486
15	0.0065829006045426165
16	0.00590642217267659
17	0.005813484124580594
18	0.005747840150088997
19	0.005593787945624217
20	0.005577741640748493
21	0.005305799000223074
22	0.0052179665945875356
23	0.005182188709075157
24	0.005148368626310773
25	0.005011245657372773
26	0.004947405932472466
27	0.004688438533688661
28	0.0043670901649932505
29	0.0041072014472692125
30	0.003941901474075755
31	0.0039372948793745905
32	0.0039052406579123196
33	0.0036029328806483907
34	0.0035360604809031504
35	0.003498439957510306
36	0.0034895338744213877
37	0.003432604041572828
38	0.003396787767771273
39	0.0033343684095704924
40	0.003332295441954968
41	0.0033292627671100347
42	0.0032168234681124413
43	0.003212946250905628
44	0.0031362080608420603
45	0.0031311791949599553
46	0.003110526295383067
47	0.0030855739074184254
48	0.0030396231252743083
49	0.0029181625783202673
50	0.0026689074166980843
51	0.002583838967883244
52	0.0024561211297934545
53	0.0024311303535396365
54	0.0023661389799640386
55	0.002320687245579214
56	0.0022926637944804627
57	0.0022886330241169437
58	0.002266291039816295
59	0.0022348510309808463
60	0.0021465963541643673
61	0.0021401087332935604
62	0.0021274022095761815
63	0.002117037371498561
64	0.0019922370433861757
65	0.0019683595275184723
66	0.0019104699874405034
67	0.0018847114454031578
68	0.001876573128097767
69	0.0018303152396402388
70	0.0017988752308047901
71	0.001790813690077752
72	0.0017194114722097003
73	0.0017114267080610148
74	0.001694727802269293
75	0.0016880866282417807
76	0.0016858217191803746
77	0.001665821420519485
78	0.0016259359880652345
79	0.001622788148352772
80	0.0016206767924480715
81	0.0015951101918566077
82	0.001585321178116633
83	0.001543017283444271
84	0.0015255506118690217
85	0.0014968361715650956
86	0.001491730529104638
87	0.001490386938983465
88	0.0014793694999898463
89	0.0014709624646602208
90	0.0014648203383920014
91	0.0014618644401254207
92	0.0014587549887021345
93	0.0014583711058103709
94	0.0014507702245534493
95	0.0014478911028652213
96	0.0014368352755824263
97	0.0014314993033869106
98	0.0014311921970734994
99	0.0014136871372090738
100	0.0014129193714255465
101	0.0014066236920006214
102	0.0013987924810086416
103	0.0013914219294867782
104	0.0013625923243153228
105	0.00136251554773697
106	0.0013325726821794
107	0.0013309603740339923
108	0.0013244727531631854
109	0.0013175628611114384
110	0.0013144534096881523
111	0.0012943379461597335
112	0.0012804797737670632
113	0.001262821160745932
114	0.00124485544141139
115	0.0012394810809266978
116	0.0012103443694418316
117	0.0011899217996000017
118	0.0011839716147776641
119	0.0011838180616209587
120	0.0011807086101976725
121	0.0011561784934139708
122	0.001141130284056833
123	0.001127924712580161
124	0.0011169072735865422
125	0.0011156404600437219
126	0.0011094983337755025
127	0.001104814962495985
128	0.0011009761335783479
129	0.0010756398627219425
130	0.0010628949507153868
131	0.001050841027914006
132	0.0010387103285342725
133	0.0010188635830300882
134	0.0010154086370042148
135	0.0010110323720381085
136	0.0010020879006600136
137	0.0009917614508715695
138	0.0009902259193045149
139	0.0009835847452770025
140	0.0009731431306210293
141	0.0009674232755337498
142	0.000947730083186271
143	0.0009390543298324109
144	0.0009357913252524193
145	0.0009344093468420699
146	0.0009319141080456057
147	0.0009137564472651818
148	0.0009109157138661303
149	0.000909034687696488
150	0.000872604201268111
151	0.0008578247099352078
152	0.0008559436837655656
153	0.0008413177455893679
154	0.0008394367194197257
155	0.0008179008891917811
156	0.0008115284331885032
157	0.0008071521682223968
158	0.0007997048401221807
159	0.000795290186866898
160	0.0007893400020445603
161	0.0007855779497052759
162	0.0007741382395307169
163	0.0007696468096970814
164	0.0007696468096970814
165	0.0007651937681526223
166	0.0007648098852608586
167	0.0007550976480992365
168	0.0007549824832317073
169	0.0007535237282430053
170	0.0007459228469860836
171	0.0007447328100216161
172	0.0007442721505514996
173	0.0007409323693931552
174	0.0007220837194075566
175	0.0007214695067807346
176	0.0007172851832605101
177	0.0007158648165609844
178	0.0007143292849939295
179	0.0007136766840779311
180	0.0007084174884607682
181	0.0007064980740019496
182	0.0007060374145318331
183	0.0006988971927450279
184	0.0006818144040615425
185	0.0006712192362488637
186	0.0006582823827964264
187	0.0006535606232277326
188	0.0006500289006235064
189	0.000646266848284222
190	0.0006456910239465764
191	0.0006407773229320008
192	0.0006359020102066016
193	0.0006310650857703786
194	0.0006287617884197964
195	0.0006241168054294553
196	0.000622120614392284
197	0.0006206618594035818
198	0.0006086463248913775
199	0.0006082624419996137
200	0.0006066885221433824
201	0.0006043084482144475
202	0.0006021970923097469
203	0.000600853502188574
204	0.0005941739398718852
205	0.0005940203867151797
206	0.0005901431695083662
207	0.0005897592866166024
208	0.0005894521803031915
209	0.0005873792126876674
210	0.0005849991387587324
211	0.0005831948891674429
212	0.0005828493945648555
213	0.0005826190648297973
214	0.0005739816997651136
215	0.0005671485842917193
216	0.0005660353239056046
217	0.0005641542977359624
218	0.0005592022084322104
219	0.0005588567138296231
220	0.0005577818417326846
221	0.0005539814011042238
222	0.0005530216938748145
223	0.0005506800082350558
224	0.0005504112902108212
225	0.0005491060883788245
226	0.0005484150991736499
227	0.000546572461293184
228	0.000543271068424016
229	0.0005401232287115535
230	0.0005387796385903805
231	0.0005372057187341493
232	0.0005363611763722691
233	0.0005307564861525187
234	0.0005270328221024106
235	0.0005246143598842992
236	0.0005238849823899482
237	0.0005232707697631262
238	0.0005219271796419532
239	0.0005180499624351396
240	0.0005173205849407886
241	0.0005113704001184509
242	0.0005084145018518703
243	0.0005053050504285841
244	0.000504575672934233
245	0.0005026562584754144
246	0.000499930689943892
247	0.0004957079781344911
248	0.000493942116832378
249	0.0004936350105189671
250	0.0004932511276272033
251	0.0004879919320100404
252	0.00048522797518934157
253	0.00048449859769499054
254	0.00048296306612793564
255	0.0004820417471877027
256	0.0004812355931149989
257	0.00048012233272888414
258	0.00047543896144936675
259	0.0004748631371117212
260	0.00047371148843643
261	0.00047336599383384265
262	0.0004697574946512637
263	0.0004692200586027945
264	0.0004668399846738594
265	0.0004635769800938678
266	0.00046338503864798593
267	0.00046092818814069816
268	0.0004593158799952905
269	0.0004587016673684686
270	0.00045843294934423397
271	0.0004556689925235352
272	0.00045421023753483303
273	0.00045340408346212927
274	0.00045340408346212927
275	0.00045156144558166337
276	0.0004509856212440178
277	0.0004493349248094338
278	0.0004492197599419047
279	0.0004486823238934355
280	0.0004463406382536768
281	0.00044480510668662193
282	0.0004423866444685105
283	0.0004404672300096919
284	0.0004378568263456986
285	0.0004377416614781695
286	0.0004373193902972294
287	0.0004368203425379366
288	0.0004353615875492344
289	0.0004334805613795922
290	0.0004320985829692428
291	0.0004320218063908901
292	0.00042802942431654736
293	0.0004256877386767887
294	0.00042561096209843595
295	0.0004252270792066722
296	0.00042396026566385195
297	0.00042365315935044095
298	0.0004234612179045591
299	0.00042219440436173884
300	0.0004216185800240933
301	0.0004215801917349169
302	0.00042104275568644766
303	0.0004190081763601
304	0.0004188930114925708
305	0.0004188162349142181
306	0.0004165897141419885
307	0.00041405608705634796
308	0.0004123286140434112
309	0.0004122134491758821
310	0.00041167601312741293
311	0.0004103324230062399
312	0.0004055722751483698
313	0.000404459014762255
314	0.00040288509490602376
315	0.0004010808453147343
316	0.00040019791466367773
317	0.0003989694894100338
318	0.00039873915967497556
319	0.000397856229023919
320	0.00039624392087851137
321	0.00039497710733569114
322	0.0003947083893114565
323	0.0003944012829980455
324	0.00039397901181710543
325	0.0003908695603938193
326	0.0003906392306587611
327	0.0003903321243453501
328	0.00038914208738088257
329	0.00038810560357312055
330	0.0003877601089705332
331	0.00038657007200606564
332	0.0003854568116199509
333	0.000385264870174069
334	0.00038019761600278793
335	0.0003800440628460824
